policy_id,title,organization,fetch_status,source_kind,decision,decision_reasons,decision_reasons_ko,comparison_reasons,old_amount_manwon,old_amount_type,old_roi_apply_method,candidate_count,new_selected_amount_manwon,new_selected_type,new_roi_apply_method,new_support_ratio,detail_text_length,attachment_text_length,fetch_error,url
PBLN_000000000123247,[경남] 고성군 2026년 3차 시군구연고산업육성사업 지원기업 모집 공고,중소벤처기업부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=3630,new=2500",3630.0,support_amount,subtract,17,2500.0,support_amount,subtract,0.1,2610,21281,기업지원사업 관리시스템(RMS)_사용자매뉴얼(신청기업용).pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EA%B8%B0%EC%97%85%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EA%B4%80%EB%A6%AC%EC%8B%9C%EC%8A%A4%ED%85%9C(RMS)_%EC%82%AC%EC%9A%A9%EC%9E%90%EB%A7%A4%EB%89%B4%EC%96%BC(%EC%8B%A0%EC%B2%AD%EA%B8%B0%EC%97%85%EC%9A%A9).pdf / 202606161441230212.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606161441230212.pdf / 2026년 시군구연고산업육성사업(고성군) 지원기업 3차 모집공고.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%20%EC%8B%9C%EA%B5%B0%EA%B5%AC%EC%97%B0%EA%B3%A0%EC%82%B0%EC%97%85%EC%9C%A1%EC%84%B1%EC%82%AC%EC%97%85(%EA%B3%A0%EC%84%B1%EA%B5%B0)%20%EC%A7%80%EC%9B%90%EA%B8%B0%EC%97%85%203%EC%B0%A8%20%EB%AA%A8%EC%A7%91%EA%B3%B5%EA%B3%A0.hwp / 첨부1_2026년 시군구연고산업육성사업(고성군) 지원기업 사업신청서.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EC%B2%A8%EB%B6%801_2026%EB%85%84%20%EC%8B%9C%EA%B5%B0%EA%B5%AC%EC%97%B0%EA%B3%A0%EC%82%B0%EC%97%85%EC%9C%A1%EC%84%B1%EC%82%AC%EC%97%85(%EA%B3%A0%EC%84%B1%EA%B5%B0)%20%EC%A7%80%EC%9B%90%EA%B8%B0%EC%97%85%20%EC%82%AC%EC%97%85%EC%8B%A0%EC%B2%AD%EC%84%9C.hwp / 첨부2_2026년 시군구연고산업육성사업(고성군) 지원기업 사업계획서.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EC%B2%A8%EB%B6%802_2026%EB%85%84%20%EC%8B%9C%EA%B5%B0%EA%B5%AC%EC%97%B0%EA%B3%A0%EC%82%B0%EC%97%85%EC%9C%A1%EC%84%B1%EC%82%AC%EC%97%85(%EA%B3%A0%EC%84%B1%EA%B5%B0)%20%EC%A7%80%EC%9B%90%EA%B8%B0%EC%97%85%20%EC%82%AC%EC%97%85%EA%B3%84%ED%9A%8D%EC%84%9C.hwp / 202606161440200181.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606161440200181.hwp / 202606161441230033.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606161441230033.hwp / 202606161441230133.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606161441230133.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123247
PBLN_000000000123261,[인천] 2026년 우수디자인 시제품개발지원사업 모집 공고,인천광역시,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=290,new=2500",290.0,support_amount,subtract,11,2500.0,support_amount,subtract,0.7,2251,19770,붙임1_세부공고문 (1).pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%841_%EC%84%B8%EB%B6%80%EA%B3%B5%EA%B3%A0%EB%AC%B8%20(1).pdf / 202606170938410525.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606170938410525.pdf / 붙임4_시제품개발지원_신청서식(예시).hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%844_%EC%8B%9C%EC%A0%9C%ED%92%88%EA%B0%9C%EB%B0%9C%EC%A7%80%EC%9B%90_%EC%8B%A0%EC%B2%AD%EC%84%9C%EC%8B%9D(%EC%98%88%EC%8B%9C).hwp / 붙임5_시제품개발지원_관리규정_2026.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%845_%EC%8B%9C%EC%A0%9C%ED%92%88%EA%B0%9C%EB%B0%9C%EC%A7%80%EC%9B%90_%EA%B4%80%EB%A6%AC%EA%B7%9C%EC%A0%95_2026.hwp / 202606170937310632.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606170937310632.hwp / 202606170937320000.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606170937320000.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123261
PBLN_000000000123267,2026년 제5차 바이오ㆍ의료기술개발 사업 신규과제 공고,과학기술정보통신부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=1.37e+06,new=200000",1370000.0,subsidy,subtract,7,200000.0,support_amount,subtract,1.0,2516,32097,2026년도 바이오·의료기술개발 사업 제5차 신규과제 공고문+.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%EB%8F%84%20%EB%B0%94%EC%9D%B4%EC%98%A4%C2%B7%EC%9D%98%EB%A3%8C%EA%B8%B0%EC%88%A0%EA%B0%9C%EB%B0%9C%20%EC%82%AC%EC%97%85%20%EC%A0%9C5%EC%B0%A8%20%EC%8B%A0%EA%B7%9C%EA%B3%BC%EC%A0%9C%20%EA%B3%B5%EA%B3%A0%EB%AC%B8+.pdf / 202606171027260084.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606171027260084.pdf / 202606171027390664.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606171027390664.pdf / 붙임1_과제제안요구서(RFP).pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%841_%EA%B3%BC%EC%A0%9C%EC%A0%9C%EC%95%88%EC%9A%94%EA%B5%AC%EC%84%9C(RFP).pdf / 붙임3_생명자원 기탁 및 생명정보 등록에 관한 안내.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%843_%EC%83%9D%EB%AA%85%EC%9E%90%EC%9B%90%20%EA%B8%B0%ED%83%81%20%EB%B0%8F%20%EC%83%9D%EB%AA%85%EC%A0%95%EB%B3%B4%20%EB%93%B1%EB%A1%9D%EC%97%90%20%EA%B4%80%ED%95%9C%20%EC%95%88%EB%82%B4.hwpx / 202606171027390913.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606171027390913.hwpx,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123267
PBLN_000000000123277,[대전ㆍ충청] 2026년 중소기업 AI훈련확산 지원사업 참여기업 모집 공고,고용노동부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=280,new=1000",280.0,support_amount,subtract,16,1000.0,support_amount,subtract,0.5,2430,13401,2026 AI훈련확산 지원사업 안내 리플렛.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%20AI%ED%9B%88%EB%A0%A8%ED%99%95%EC%82%B0%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EC%95%88%EB%82%B4%20%EB%A6%AC%ED%94%8C%EB%A0%9B.pdf / 2026 중소기업 AI훈련확산 지원사업 안내서(기업용)_한국문화산업협회.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%20%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85%20AI%ED%9B%88%EB%A0%A8%ED%99%95%EC%82%B0%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EC%95%88%EB%82%B4%EC%84%9C(%EA%B8%B0%EC%97%85%EC%9A%A9)_%ED%95%9C%EA%B5%AD%EB%AC%B8%ED%99%94%EC%82%B0%EC%97%85%ED%98%91%ED%9A%8C.pdf / 2026 중소기업AI훈련확산센터 참여기업 모집 안내자료_한국문화산업협회.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%20%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85AI%ED%9B%88%EB%A0%A8%ED%99%95%EC%82%B0%EC%84%BC%ED%84%B0%20%EC%B0%B8%EC%97%AC%EA%B8%B0%EC%97%85%20%EB%AA%A8%EC%A7%91%20%EC%95%88%EB%82%B4%EC%9E%90%EB%A3%8C_%ED%95%9C%EA%B5%AD%EB%AC%B8%ED%99%94%EC%82%B0%EC%97%85%ED%98%91%ED%9A%8C.pdf / 202606171118000630.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606171118000630.pdf / 202606171118050879.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606171118050879.pdf / 202606171118060044.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606171118060044.pdf / 2026 AI훈련확산 지원사업 안내 리플렛.pdf: text extraction failed,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123277
PBLN_000000000123300,[광주] 2026년 자동차 부품업체 지속 가능 전환기업 육성지원사업 지원기업 모집 공고,광주광역시,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=1600,new=2500",1600.0,support_amount,subtract,6,2500.0,support_amount,subtract,,1960,9689,1._2026년도_광주_자동차_부품업체_지속가능_전환기업_육성지원사업_모집_공고.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/1._2026%EB%85%84%EB%8F%84_%EA%B4%91%EC%A3%BC_%EC%9E%90%EB%8F%99%EC%B0%A8_%EB%B6%80%ED%92%88%EC%97%85%EC%B2%B4_%EC%A7%80%EC%86%8D%EA%B0%80%EB%8A%A5_%EC%A0%84%ED%99%98%EA%B8%B0%EC%97%85_%EC%9C%A1%EC%84%B1%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85_%EB%AA%A8%EC%A7%91_%EA%B3%B5%EA%B3%A0.hwp / 202606171357120911.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606171357120911.hwp / 202606171358110578.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606171358110578.hwp / 3._별첨서류(양식).hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/3._%EB%B3%84%EC%B2%A8%EC%84%9C%EB%A5%98(%EC%96%91%EC%8B%9D).hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123300
PBLN_000000000123371,[경남] 사천시ㆍ진주시 2026년 2차 우주ㆍ항공 제조기업 대상 DX 기반 품질ㆍ공정 개선 및 생산성 향상을 위한 무료 컨설팅 및 전문인력양성 지원사업 공고,산업통상부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=1500,new=700",1500.0,support_amount,subtract,9,700.0,support_amount,subtract,1.0,1954,12905,(공고문) 2026년도 제조기업 DX를 위한 무료 컨설팅 및 전문인력양성 지원사업 2차 공고.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EA%B3%B5%EA%B3%A0%EB%AC%B8)%202026%EB%85%84%EB%8F%84%20%EC%A0%9C%EC%A1%B0%EA%B8%B0%EC%97%85%20DX%EB%A5%BC%20%EC%9C%84%ED%95%9C%20%EB%AC%B4%EB%A3%8C%20%EC%BB%A8%EC%84%A4%ED%8C%85%20%EB%B0%8F%20%EC%A0%84%EB%AC%B8%EC%9D%B8%EB%A0%A5%EC%96%91%EC%84%B1%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%202%EC%B0%A8%20%EA%B3%B5%EA%B3%A0.hwp / 붙임1. 지원사업_신청양식_KETI.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%841.%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85_%EC%8B%A0%EC%B2%AD%EC%96%91%EC%8B%9D_KETI.hwp / 202606181435020634.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606181435020634.hwp / 202606181443380987.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606181443380987.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123371
PBLN_000000000123399,[경북] 2026년 소공인 클린제조환경조성 사업 모집 공고,경상북도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=630,new=1050",630.0,subsidy,subtract,11,1050.0,support_amount,subtract,0.15,2367,18018,[공고문]_2026년_경상북도_소공인_클린제조환경조성_사업_모집_공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EA%B3%B5%EA%B3%A0%EB%AC%B8%5D_2026%EB%85%84_%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84_%EC%86%8C%EA%B3%B5%EC%9D%B8_%ED%81%B4%EB%A6%B0%EC%A0%9C%EC%A1%B0%ED%99%98%EA%B2%BD%EC%A1%B0%EC%84%B1_%EC%82%AC%EC%97%85_%EB%AA%A8%EC%A7%91_%EA%B3%B5%EA%B3%A0.pdf / 202606191428430211.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606191428430211.pdf / 202606191429080390.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606191429080390.hwp / [신청양식_및_참고자료]_2026년_경상북도_소공인_클린제조환경조성사업.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EC%8B%A0%EC%B2%AD%EC%96%91%EC%8B%9D_%EB%B0%8F_%EC%B0%B8%EA%B3%A0%EC%9E%90%EB%A3%8C%5D_2026%EB%85%84_%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84_%EC%86%8C%EA%B3%B5%EC%9D%B8_%ED%81%B4%EB%A6%B0%EC%A0%9C%EC%A1%B0%ED%99%98%EA%B2%BD%EC%A1%B0%EC%84%B1%EC%82%AC%EC%97%85.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123399
PBLN_000000000123416,[경북] 영천시 2026년 2차 중소기업 혁신기술개발 지원사업 공고,경상북도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=311,new=5000",311.0,support_amount,subtract,11,5000.0,support_amount,subtract,0.2,2389,21806,[공고문] 2026년 영천시 중소기업 혁신기술개발 지원사업 2차 모집 공고+.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EA%B3%B5%EA%B3%A0%EB%AC%B8%5D%202026%EB%85%84%20%EC%98%81%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85%20%ED%98%81%EC%8B%A0%EA%B8%B0%EC%88%A0%EA%B0%9C%EB%B0%9C%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%202%EC%B0%A8%20%EB%AA%A8%EC%A7%91%20%EA%B3%B5%EA%B3%A0+.pdf / 202606221040570071.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606221040570071.pdf / [R&D 서식] 2026년 영천시 중소기업 혁신기술개발 지원사업 R&D 지원 사업계획서.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5BR&D%20%EC%84%9C%EC%8B%9D%5D%202026%EB%85%84%20%EC%98%81%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85%20%ED%98%81%EC%8B%A0%EA%B8%B0%EC%88%A0%EA%B0%9C%EB%B0%9C%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20R&D%20%EC%A7%80%EC%9B%90%20%EC%82%AC%EC%97%85%EA%B3%84%ED%9A%8D%EC%84%9C.hwp / [공고문] 2026년 영천시 중소기업 혁신기술개발 지원사업 2차 모집 공고.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EA%B3%B5%EA%B3%A0%EB%AC%B8%5D%202026%EB%85%84%20%EC%98%81%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85%20%ED%98%81%EC%8B%A0%EA%B8%B0%EC%88%A0%EA%B0%9C%EB%B0%9C%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%202%EC%B0%A8%20%EB%AA%A8%EC%A7%91%20%EA%B3%B5%EA%B3%A0.hwp / [비R&D 서식] 2026년 영천시 중소기업 혁신기술개발 지원사업 비R&D 지원 사업계획서.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EB%B9%84R&D%20%EC%84%9C%EC%8B%9D%5D%202026%EB%85%84%20%EC%98%81%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85%20%ED%98%81%EC%8B%A0%EA%B8%B0%EC%88%A0%EA%B0%9C%EB%B0%9C%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EB%B9%84R&D%20%EC%A7%80%EC%9B%90%20%EC%82%AC%EC%97%85%EA%B3%84%ED%9A%8D%EC%84%9C.hwp / 202606221041110714.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606221041110714.hwp / 202606221041110885.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606221041110885.hwp / 202606221041110955.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606221041110955.hwp / 202606221041120014.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606221041120014.hwp / 202606221041120070.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606221041120070.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123416
PBLN_000000000123417,[경북] 영천시 2026년 2차 중소기업 고부가가치 전환육성 지원사업 공고,경상북도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=311,new=10000",311.0,support_amount,subtract,10,10000.0,support_amount,subtract,0.2,2379,21489,[공고문] 2026년 영천시 중소기업 고부가가치 전환육성 지원사업 2차 모집 공고+.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EA%B3%B5%EA%B3%A0%EB%AC%B8%5D%202026%EB%85%84%20%EC%98%81%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85%20%EA%B3%A0%EB%B6%80%EA%B0%80%EA%B0%80%EC%B9%98%20%EC%A0%84%ED%99%98%EC%9C%A1%EC%84%B1%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%202%EC%B0%A8%20%EB%AA%A8%EC%A7%91%20%EA%B3%B5%EA%B3%A0+.pdf / 202606221047170414.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606221047170414.pdf / [R&D 서식] 2026년 영천시 중소기업 고부가가치 전환육성 지원사업 R&D 지원 사업계획서.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5BR&D%20%EC%84%9C%EC%8B%9D%5D%202026%EB%85%84%20%EC%98%81%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85%20%EA%B3%A0%EB%B6%80%EA%B0%80%EA%B0%80%EC%B9%98%20%EC%A0%84%ED%99%98%EC%9C%A1%EC%84%B1%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20R&D%20%EC%A7%80%EC%9B%90%20%EC%82%AC%EC%97%85%EA%B3%84%ED%9A%8D%EC%84%9C.hwp / [공고문] 2026년 영천시 중소기업 고부가가치 전환육성 지원사업 2차 모집 공고.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EA%B3%B5%EA%B3%A0%EB%AC%B8%5D%202026%EB%85%84%20%EC%98%81%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85%20%EA%B3%A0%EB%B6%80%EA%B0%80%EA%B0%80%EC%B9%98%20%EC%A0%84%ED%99%98%EC%9C%A1%EC%84%B1%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%202%EC%B0%A8%20%EB%AA%A8%EC%A7%91%20%EA%B3%B5%EA%B3%A0.hwp / [비R&D 서식] 2026년 영천시 중소기업 고부가가치 전환육성 지원사업 비R&D 지원 사업계획서.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EB%B9%84R&D%20%EC%84%9C%EC%8B%9D%5D%202026%EB%85%84%20%EC%98%81%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85%20%EA%B3%A0%EB%B6%80%EA%B0%80%EA%B0%80%EC%B9%98%20%EC%A0%84%ED%99%98%EC%9C%A1%EC%84%B1%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EB%B9%84R&D%20%EC%A7%80%EC%9B%90%20%EC%82%AC%EC%97%85%EA%B3%84%ED%9A%8D%EC%84%9C.hwp / 202606221047420693.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606221047420693.hwp / 202606221047420794.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606221047420794.hwp / 202606221047420913.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606221047420913.hwp / 202606221047420967.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606221047420967.hwp / 202606221047430020.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606221047430020.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123417
PBLN_000000000123419,2026년 소공인 클린제조환경조성사업 추가 모집 공고,중소벤처기업부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=630,new=1050",630.0,subsidy,subtract,16,1050.0,support_amount,subtract,0.15,2389,24120,2026년_소공인_클린제조환경조성_사업_추가_모집_공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84_%EC%86%8C%EA%B3%B5%EC%9D%B8_%ED%81%B4%EB%A6%B0%EC%A0%9C%EC%A1%B0%ED%99%98%EA%B2%BD%EC%A1%B0%EC%84%B1_%EC%82%AC%EC%97%85_%EC%B6%94%EA%B0%80_%EB%AA%A8%EC%A7%91_%EA%B3%B5%EA%B3%A0.pdf / 202606221039500434.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606221039500434.pdf / 2026년_소공인_클린제조환경조성_사업_추가_모집_공고.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84_%EC%86%8C%EA%B3%B5%EC%9D%B8_%ED%81%B4%EB%A6%B0%EC%A0%9C%EC%A1%B0%ED%99%98%EA%B2%BD%EC%A1%B0%EC%84%B1_%EC%82%AC%EC%97%85_%EC%B6%94%EA%B0%80_%EB%AA%A8%EC%A7%91_%EA%B3%B5%EA%B3%A0.hwpx / 202606221039550088.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606221039550088.hwpx,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123419
