policy_id,title,organization,fetch_status,source_kind,decision,decision_reasons,decision_reasons_ko,comparison_reasons,old_amount_manwon,old_amount_type,old_roi_apply_method,candidate_count,new_selected_amount_manwon,new_selected_type,new_roi_apply_method,new_support_ratio,detail_text_length,attachment_text_length,fetch_error,url
PBLN_000000000120866,2026년 부산형 SiC 전력반도체 연구플랫폼 활성화 지원사업 기업지원 모집 공고,부산광역시,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=100,new=2200",100.0,support_amount,subtract,23,2200.0,support_amount,subtract,0.2,2247,17602,붙임.+(부산형+연구플랫폼+활성화지원)+기업지원+모집+공고문(안)_+.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84.+(%EB%B6%80%EC%82%B0%ED%98%95+%EC%97%B0%EA%B5%AC%ED%94%8C%EB%9E%AB%ED%8F%BC+%ED%99%9C%EC%84%B1%ED%99%94%EC%A7%80%EC%9B%90)+%EA%B8%B0%EC%97%85%EC%A7%80%EC%9B%90+%EB%AA%A8%EC%A7%91+%EA%B3%B5%EA%B3%A0%EB%AC%B8(%EC%95%88)_+.pdf / 202604161114140351.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604161114140351.pdf / 붙임.+(부산형+연구플랫폼+활성화지원)+기업지원+모집+공고문(안)_.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84.+(%EB%B6%80%EC%82%B0%ED%98%95+%EC%97%B0%EA%B5%AC%ED%94%8C%EB%9E%AB%ED%8F%BC+%ED%99%9C%EC%84%B1%ED%99%94%EC%A7%80%EC%9B%90)+%EA%B8%B0%EC%97%85%EC%A7%80%EC%9B%90+%EB%AA%A8%EC%A7%91+%EA%B3%B5%EA%B3%A0%EB%AC%B8(%EC%95%88)_.hwp / 202604161114190133.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604161114190133.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120866
PBLN_000000000120933,[경기] 시흥시 2026년 대야기계장비 소공인특화지원센터 자율사업 통합 모집 공고,경기도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=300,new=700",300.0,support_amount,subtract,27,700.0,support_amount,subtract,,2095,15230,26년 대야기계장비 소공인특화지원센터 자율사업 통합 모집공고+.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/26%EB%85%84%20%EB%8C%80%EC%95%BC%EA%B8%B0%EA%B3%84%EC%9E%A5%EB%B9%84%20%EC%86%8C%EA%B3%B5%EC%9D%B8%ED%8A%B9%ED%99%94%EC%A7%80%EC%9B%90%EC%84%BC%ED%84%B0%20%EC%9E%90%EC%9C%A8%EC%82%AC%EC%97%85%20%ED%86%B5%ED%95%A9%20%EB%AA%A8%EC%A7%91%EA%B3%B5%EA%B3%A0+.pdf / 202604171613030152.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604171613030152.pdf / 26년 대야기계장비 소공인특화지원센터 자율사업 통합 모집공고.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/26%EB%85%84%20%EB%8C%80%EC%95%BC%EA%B8%B0%EA%B3%84%EC%9E%A5%EB%B9%84%20%EC%86%8C%EA%B3%B5%EC%9D%B8%ED%8A%B9%ED%99%94%EC%A7%80%EC%9B%90%EC%84%BC%ED%84%B0%20%EC%9E%90%EC%9C%A8%EC%82%AC%EC%97%85%20%ED%86%B5%ED%95%A9%20%EB%AA%A8%EC%A7%91%EA%B3%B5%EA%B3%A0.hwp / 202604171341010654.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604171341010654.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120933
PBLN_000000000121028,[울산] 2026년 상반기 산업안전보건 국제표준 인증기업 지원사업 시행 공고,울산광역시,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=200,new=300",200.0,support_amount,subtract,27,300.0,support_amount,subtract,0.5,2320,7938,산업안전보건 국제표준 인증기업 지원사업 신청서식.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EC%82%B0%EC%97%85%EC%95%88%EC%A0%84%EB%B3%B4%EA%B1%B4%20%EA%B5%AD%EC%A0%9C%ED%91%9C%EC%A4%80%20%EC%9D%B8%EC%A6%9D%EA%B8%B0%EC%97%85%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EC%8B%A0%EC%B2%AD%EC%84%9C%EC%8B%9D.pdf / 202604201448030364.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604201448030364.pdf / 산업안전보건 국제표준 인증기업 지원사업 공고(안).hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EC%82%B0%EC%97%85%EC%95%88%EC%A0%84%EB%B3%B4%EA%B1%B4%20%EA%B5%AD%EC%A0%9C%ED%91%9C%EC%A4%80%20%EC%9D%B8%EC%A6%9D%EA%B8%B0%EC%97%85%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EA%B3%B5%EA%B3%A0(%EC%95%88).hwp / 산업안전보건 국제표준 인증기업 지원사업 신청서식.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EC%82%B0%EC%97%85%EC%95%88%EC%A0%84%EB%B3%B4%EA%B1%B4%20%EA%B5%AD%EC%A0%9C%ED%91%9C%EC%A4%80%20%EC%9D%B8%EC%A6%9D%EA%B8%B0%EC%97%85%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EC%8B%A0%EC%B2%AD%EC%84%9C%EC%8B%9D.hwp / 202604201445480972.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604201445480972.hwp / 202604201446420021.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604201446420021.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121028
PBLN_000000000121194,[경남] 고성군 2026년 지역지식재산창출 지원사업 공고,경상남도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=130,new=90",130.0,subsidy,subtract,5,90.0,support_amount,subtract,0.9,2175,1797,2026년 고성군 지역지식재산창출 지원사업 공고문.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%20%EA%B3%A0%EC%84%B1%EA%B5%B0%20%EC%A7%80%EC%97%AD%EC%A7%80%EC%8B%9D%EC%9E%AC%EC%82%B0%EC%B0%BD%EC%B6%9C%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EA%B3%B5%EA%B3%A0%EB%AC%B8.pdf / 202604231322340382.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604231322340382.pdf,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121194
PBLN_000000000121197,[경남] 창녕군 2026년 지역지식재산 창출지원사업 공고,경상남도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=130,new=90",130.0,subsidy,subtract,5,90.0,support_amount,subtract,0.9,2193,1807,2026년 창녕군 지역지식재산 창출지원사업 공고문.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%20%EC%B0%BD%EB%85%95%EA%B5%B0%20%EC%A7%80%EC%97%AD%EC%A7%80%EC%8B%9D%EC%9E%AC%EC%82%B0%20%EC%B0%BD%EC%B6%9C%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EA%B3%B5%EA%B3%A0%EB%AC%B8.pdf / 202604231334030651.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604231334030651.pdf,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121197
PBLN_000000000121348,2026년 한-체코ㆍ한-중국 에너지국제공동R&D 신규지원 대상과제 공고,기후에너지환경부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=75000,new=37500",75000.0,support_amount,subtract,13,37500.0,support_amount,subtract,1.0,2019,24161,제2026-421호_2026년 한-체코 한-중국 에너지국제공동R&D 신규지원 대상과제 공고문.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EC%A0%9C2026-421%ED%98%B8_2026%EB%85%84%20%ED%95%9C-%EC%B2%B4%EC%BD%94%20%ED%95%9C-%EC%A4%91%EA%B5%AD%20%EC%97%90%EB%84%88%EC%A7%80%EA%B5%AD%EC%A0%9C%EA%B3%B5%EB%8F%99R&D%20%EC%8B%A0%EA%B7%9C%EC%A7%80%EC%9B%90%20%EB%8C%80%EC%83%81%EA%B3%BC%EC%A0%9C%20%EA%B3%B5%EA%B3%A0%EB%AC%B8.pdf / 202604271551130169.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604271551130169.pdf / 제2026-421호_2026년 한-체코 한-중국 에너지국제공동R&D 신규지원 대상과제 공고문.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EC%A0%9C2026-421%ED%98%B8_2026%EB%85%84%20%ED%95%9C-%EC%B2%B4%EC%BD%94%20%ED%95%9C-%EC%A4%91%EA%B5%AD%20%EC%97%90%EB%84%88%EC%A7%80%EA%B5%AD%EC%A0%9C%EA%B3%B5%EB%8F%99R&D%20%EC%8B%A0%EA%B7%9C%EC%A7%80%EC%9B%90%20%EB%8C%80%EC%83%81%EA%B3%BC%EC%A0%9C%20%EA%B3%B5%EA%B3%A0%EB%AC%B8.hwp / 202604271551180056.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604271551180056.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121348
PBLN_000000000121785,[전남광주] 2026년 소규모 밀착 안전망 구축사업 참여기업 모집 공고(지역 중대재해 예방 사각지대 해소사업),전남광주통합특별시,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=10000,new=25",10000.0,support_amount,subtract,11,25.0,support_amount,subtract,,1658,7212,광주광역시소규모밀착안전망구축사업참여기업모집공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%EC%86%8C%EA%B7%9C%EB%AA%A8%EB%B0%80%EC%B0%A9%EC%95%88%EC%A0%84%EB%A7%9D%EA%B5%AC%EC%B6%95%EC%82%AC%EC%97%85%EC%B0%B8%EC%97%AC%EA%B8%B0%EC%97%85%EB%AA%A8%EC%A7%91%EA%B3%B5%EA%B3%A0.pdf / 202605081507150677.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202605081507150677.pdf / 202605081507030259.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202605081507030259.hwp / 202605081507030381.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202605081507030381.hwp / 붙임1-1.(서식)2026년소규모밀착안전망구축사업참여신청서(제조).hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%841-1.(%EC%84%9C%EC%8B%9D)2026%EB%85%84%EC%86%8C%EA%B7%9C%EB%AA%A8%EB%B0%80%EC%B0%A9%EC%95%88%EC%A0%84%EB%A7%9D%EA%B5%AC%EC%B6%95%EC%82%AC%EC%97%85%EC%B0%B8%EC%97%AC%EC%8B%A0%EC%B2%AD%EC%84%9C(%EC%A0%9C%EC%A1%B0).hwp / 붙임1-2.(서식)2026년소규모밀착안전망구축사업참여신청서(건설).hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%841-2.(%EC%84%9C%EC%8B%9D)2026%EB%85%84%EC%86%8C%EA%B7%9C%EB%AA%A8%EB%B0%80%EC%B0%A9%EC%95%88%EC%A0%84%EB%A7%9D%EA%B5%AC%EC%B6%95%EC%82%AC%EC%97%85%EC%B0%B8%EC%97%AC%EC%8B%A0%EC%B2%AD%EC%84%9C(%EA%B1%B4%EC%84%A4).hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121785
PBLN_000000000121945,2026년 자이언트캐스팅(다이캐스팅) 부품 시험ㆍ평가ㆍ인증 및 기술지도 지원 시행 공고(자이언트캐스팅 공용센터 기반구축 사업),과학기술정보통신부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=1000,new=200",1000.0,subsidy,subtract,5,200.0,subsidy,subtract,0.5,2383,4118,(260512)_2026년_자이언트캐스팅_시험평가지원_기술지도_시행공고문.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(260512)_2026%EB%85%84_%EC%9E%90%EC%9D%B4%EC%96%B8%ED%8A%B8%EC%BA%90%EC%8A%A4%ED%8C%85_%EC%8B%9C%ED%97%98%ED%8F%89%EA%B0%80%EC%A7%80%EC%9B%90_%EA%B8%B0%EC%88%A0%EC%A7%80%EB%8F%84_%EC%8B%9C%ED%96%89%EA%B3%B5%EA%B3%A0%EB%AC%B8.pdf / 202605131432550683.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202605131432550683.pdf,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121945
PBLN_000000000122238,[강원] 춘천시 2026년 지식재산 국내분쟁 비용지원 사업 모집 연장 공고,강원특별자치도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=300,new=800",300.0,support_amount,subtract,5,800.0,support_amount,subtract,0.3,2099,9436,1. 춘천시 지식재산 국내분쟁 비용지원 사업 모집 연장 공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/1.%20%EC%B6%98%EC%B2%9C%EC%8B%9C%20%EC%A7%80%EC%8B%9D%EC%9E%AC%EC%82%B0%20%EA%B5%AD%EB%82%B4%EB%B6%84%EC%9F%81%20%EB%B9%84%EC%9A%A9%EC%A7%80%EC%9B%90%20%EC%82%AC%EC%97%85%20%EB%AA%A8%EC%A7%91%20%EC%97%B0%EC%9E%A5%20%EA%B3%B5%EA%B3%A0.pdf / 202605201404090032.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202605201404090032.pdf / 2. 춘천시 지식재산 국내분쟁 비용지원 사업 신청서 등 첨부서류.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2.%20%EC%B6%98%EC%B2%9C%EC%8B%9C%20%EC%A7%80%EC%8B%9D%EC%9E%AC%EC%82%B0%20%EA%B5%AD%EB%82%B4%EB%B6%84%EC%9F%81%20%EB%B9%84%EC%9A%A9%EC%A7%80%EC%9B%90%20%EC%82%AC%EC%97%85%20%EC%8B%A0%EC%B2%AD%EC%84%9C%20%EB%93%B1%20%EC%B2%A8%EB%B6%80%EC%84%9C%EB%A5%98.hwpx / 202605201404160280.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202605201404160280.hwpx,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122238
PBLN_000000000122359,[경북] 2026년 지역특화형(고도화) 스마트공장 구축사업 공고,중소벤처기업부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=6.374e+07,new=20000",63740000.0,support_amount,subtract,27,20000.0,support_amount,subtract,0.5,2424,12072,2026년도_지역특화형_스마트공장_구축지원사업_공고(고도화) - 260430+.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%EB%8F%84_%EC%A7%80%EC%97%AD%ED%8A%B9%ED%99%94%ED%98%95_%EC%8A%A4%EB%A7%88%ED%8A%B8%EA%B3%B5%EC%9E%A5_%EA%B5%AC%EC%B6%95%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85_%EA%B3%B5%EA%B3%A0(%EA%B3%A0%EB%8F%84%ED%99%94)%20-%20260430+.pdf / 202605221415020431.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202605221415020431.pdf,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122359
PBLN_000000000122384,2026년 글로벌산업기술협력센터 사업(M.AX 분야 공동연구) 시행계획 공고,산업통상부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=1e+06,new=200000",1000000.0,subsidy,subtract,15,200000.0,support_amount,subtract,1.0,2548,12063,2026년 글로벌산업기술협력센터사업 시행계획 공고- 품목지정형+.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%20%EA%B8%80%EB%A1%9C%EB%B2%8C%EC%82%B0%EC%97%85%EA%B8%B0%EC%88%A0%ED%98%91%EB%A0%A5%EC%84%BC%ED%84%B0%EC%82%AC%EC%97%85%20%EC%8B%9C%ED%96%89%EA%B3%84%ED%9A%8D%20%EA%B3%B5%EA%B3%A0-%20%ED%92%88%EB%AA%A9%EC%A7%80%EC%A0%95%ED%98%95+.pdf / 202605261044450030.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202605261044450030.pdf,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122384
PBLN_000000000122394,[제주] 2026년 전기차 사용 후 배터리 실증 지원사업(KC인증) 상시모집 공고,제주특별자치도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=5000,new=2500",5000.0,support_amount,subtract,6,2500.0,support_amount,subtract,,1804,26778,붙임. 모집공고문.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84.%20%EB%AA%A8%EC%A7%91%EA%B3%B5%EA%B3%A0%EB%AC%B8.pdf / 202605261122020285.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202605261122020285.pdf / 202605261124370309.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202605261124370309.pdf / 붙임. 제출양식(KC인증).pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84.%20%EC%A0%9C%EC%B6%9C%EC%96%91%EC%8B%9D(KC%EC%9D%B8%EC%A6%9D).pdf / 202605261122080570.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202605261122080570.hwp / 붙임. 제출양식(KC인증).hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84.%20%EC%A0%9C%EC%B6%9C%EC%96%91%EC%8B%9D(KC%EC%9D%B8%EC%A6%9D).hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122394
PBLN_000000000122492,[충남] 2026년 IP디딤돌 프로그램 창업자 후속지원 대상자 모집 공고,충청남도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=900,new=136",900.0,support_amount,subtract,7,136.0,support_amount,subtract,0.2,1967,2481,충남 2026년 IP디딤돌 프로그램 창업자 후속지원 대상자 모집 공고문.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EC%B6%A9%EB%82%A8%202026%EB%85%84%20IP%EB%94%94%EB%94%A4%EB%8F%8C%20%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8%20%EC%B0%BD%EC%97%85%EC%9E%90%20%ED%9B%84%EC%86%8D%EC%A7%80%EC%9B%90%20%EB%8C%80%EC%83%81%EC%9E%90%20%EB%AA%A8%EC%A7%91%20%EA%B3%B5%EA%B3%A0%EB%AC%B8.pdf / 202605271459310682.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202605271459310682.pdf,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122492
PBLN_000000000122501,2026년 디지털기반 중소사업장 산재예방 기술개발 지원사업 시행계획 공고,중소벤처기업부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=50000,new=66000",50000.0,subsidy,subtract,26,66000.0,support_amount,subtract,0.25,2967,30346,[붙임_1]_신청방법_및_신청_또는_지원_제외사항_등_유의사항.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EB%B6%99%EC%9E%84_1%5D_%EC%8B%A0%EC%B2%AD%EB%B0%A9%EB%B2%95_%EB%B0%8F_%EC%8B%A0%EC%B2%AD_%EB%98%90%EB%8A%94_%EC%A7%80%EC%9B%90_%EC%A0%9C%EC%99%B8%EC%82%AC%ED%95%AD_%EB%93%B1_%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD.pdf / [붙임_3]_디지털기반_중소사업장_산재예방기술개발사업_세부_지원내용.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EB%B6%99%EC%9E%84_3%5D_%EB%94%94%EC%A7%80%ED%84%B8%EA%B8%B0%EB%B0%98_%EC%A4%91%EC%86%8C%EC%82%AC%EC%97%85%EC%9E%A5_%EC%82%B0%EC%9E%AC%EC%98%88%EB%B0%A9%EA%B8%B0%EC%88%A0%EA%B0%9C%EB%B0%9C%EC%82%AC%EC%97%85_%EC%84%B8%EB%B6%80_%EC%A7%80%EC%9B%90%EB%82%B4%EC%9A%A9.pdf / [붙임_4]_중소기업기술개발_지원사업_보안대책.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EB%B6%99%EC%9E%84_4%5D_%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85%EA%B8%B0%EC%88%A0%EA%B0%9C%EB%B0%9C_%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85_%EB%B3%B4%EC%95%88%EB%8C%80%EC%B1%85.pdf / ★(공고_제2026-359호)_2026년도_디지털기반_중소사업장_산재예방_기술개발지원사업_시행계획_공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%E2%98%85(%EA%B3%B5%EA%B3%A0_%EC%A0%9C2026-359%ED%98%B8)_2026%EB%85%84%EB%8F%84_%EB%94%94%EC%A7%80%ED%84%B8%EA%B8%B0%EB%B0%98_%EC%A4%91%EC%86%8C%EC%82%AC%EC%97%85%EC%9E%A5_%EC%82%B0%EC%9E%AC%EC%98%88%EB%B0%A9_%EA%B8%B0%EC%88%A0%EA%B0%9C%EB%B0%9C%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85_%EC%8B%9C%ED%96%89%EA%B3%84%ED%9A%8D_%EA%B3%B5%EA%B3%A0.pdf / 202605281013350297.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202605281013350297.pdf / 202605281013420354.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202605281013420354.pdf / 202605281013420587.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202605281013420587.pdf / 202605281013420672.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202605281013420672.pdf / 202605281013420739.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202605281013420739.pdf / [별첨]_2026년도_세부_품목_개요서(통합).pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EB%B3%84%EC%B2%A8%5D_2026%EB%85%84%EB%8F%84_%EC%84%B8%EB%B6%80_%ED%92%88%EB%AA%A9_%EA%B0%9C%EC%9A%94%EC%84%9C(%ED%86%B5%ED%95%A9).pdf,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122501
PBLN_000000000122585,2026년 2차 미래차 전자제어부품 산업 고도화 기반구축 기업지원 수혜기업 모집 공고,산업통상부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=2000,new=1500",2000.0,support_amount,subtract,9,1500.0,support_amount,subtract,,2603,9595,[공고문] 『미래차 전자제어부품 산업 고도화 기반구축』 2026년 기업지원 수혜기업 모집 2차 공고+.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EA%B3%B5%EA%B3%A0%EB%AC%B8%5D%20%E3%80%8E%EB%AF%B8%EB%9E%98%EC%B0%A8%20%EC%A0%84%EC%9E%90%EC%A0%9C%EC%96%B4%EB%B6%80%ED%92%88%20%EC%82%B0%EC%97%85%20%EA%B3%A0%EB%8F%84%ED%99%94%20%EA%B8%B0%EB%B0%98%EA%B5%AC%EC%B6%95%E3%80%8F%202026%EB%85%84%20%EA%B8%B0%EC%97%85%EC%A7%80%EC%9B%90%20%EC%88%98%ED%98%9C%EA%B8%B0%EC%97%85%20%EB%AA%A8%EC%A7%91%202%EC%B0%A8%20%EA%B3%B5%EA%B3%A0+.pdf / 202605291337360281.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202605291337360281.pdf,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122585
PBLN_000000000122623,[전북] 2026년 2차 자동차 대체부품 분야 기업지원 사업 공고,전북특별자치도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:unknown->support_amount | roi_method_changed:review->subtract | amount_delta_20_percent:old=49493,new=25586.3",49493.0,unknown,review,7,25586.3,support_amount,subtract,0.15,2338,8844,2026년 제2차 자동차 대체부품 분야 기업지원 사업공고_.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%20%EC%A0%9C2%EC%B0%A8%20%EC%9E%90%EB%8F%99%EC%B0%A8%20%EB%8C%80%EC%B2%B4%EB%B6%80%ED%92%88%20%EB%B6%84%EC%95%BC%20%EA%B8%B0%EC%97%85%EC%A7%80%EC%9B%90%20%EC%82%AC%EC%97%85%EA%B3%B5%EA%B3%A0_.hwp / 202606041648170266.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606041648170266.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122623
